class,text
neg,@MacKenzieEssig when you drop a cymbal you should probably get cymbalta...
neg,"Who forgot to fill their Cymbalta and has absolutely ZERO pills to take tonight? THIS GIRL!!! In other news, I hate today. That's all."
neg,@BrezzyBree__ it's a lozenge. Like cough drop
neg,"Some Middle Eastern folks chatting at next table. If someone opens a lozenge factory over there, he is gonna clean up!"
neg,"@HospitalPatient have you tried cimzia? Was on remicade for 1.5 yrs, humira 2 mos, moving on to cimzia was curious of your thoughts"
neg,@nikkimarieeeee holy shit hahah im gonna do that fuck i get free vyvanse lol i miss you so much we need to chill soon :(
neg,This bitch literally just asked if nicotine is something you put in your eyes. #whatanightmare
neg,"@missjessrose Wonderful! Cipro for sure...I volunteered in Delhi for several weeks, but am anxious to see more! Any other fave spots?"
neg,Can someone send a shipment of effexor up to the heavenly vault?
neg,living on a diet of fluoxetine and cigarettes
neg,@stephenfry Stephen. I too suffer from severe depression. My GP put me on Effexor 150mg. It changed my life. I know how you feel. Take care.
neg,"Vyvanse, commonly known as OCD in a pill."
neg,“@KINGCHODEH: Depression hurts” cymbalta can help
neg,"Baclofen pump has been given to many in UK costing 8,000 pounds yet unblocking our necks costs just 500 pounds only and denied"
neg,realized my shrink prescribed olanzapine primarily for weight gain and increased appetite. sneaky bastard.
neg,“@Somewhat_Steven: I'm feeling down...... Idk why” cymbalta can help.
neg,@ahmad_alaseer @Fadl_Shakker Guys! You are delusional! You should seek help! Risperdal or Zyprexa would do the job!
neg,@biebersecstacy: spamming justin and not being noticed hurts cymbalta can help OMFG
neg,"Unfollowers hurt, Cymbalta can help"
neg,1.5 grams of Cipro per day has rightly roughed up the infection something proper. Feeling much better.
neg,@HeatherMarianna Ms Boniva says hi #shadyboots
neg,*batman voice* do you have a lozenge
neg,"Xarelto side effect: ""may cause bleeding, most of which is serious and sometimes leads to death"" That sounds fantastic."
neg,@HockeyBroad halls. Totally losing my voice and need a lozenge. Haha.
neg,@YokuMasaki Fuck I don't remember. They're antidepressants but for insomnia too.. Trazodone or something like that
neg,"@suedovecote I don't think it does,not when I take it anyway. #fluoxetine"
neg,Wash your Blues Away! Prozac® aka Fluoxetine
neg,@juniorvngelo I :(! I need Cymbalta ..depressed
neg,Anyone else crazi like me n take effexor?? Lmao no joke tho hit me asap #ocdproblems
neg,@branden_koerner you know... theres a type medician out there that helps with your depression... cymbalta can help..
neg,"If you take Byetta, Victoza, or Januvia, read 'Incretins Under Siege? Don't Jump To Conclusions' @diabetesblogs - http://ht.ly/meK6k "
neg,New in #Stroke: Dabigatran benefits in #Afib stroke prevention consistent across both Asian and non-Asian patients http://bit.ly/12CCIoy 
neg,"TIP: My 5 item health kit for distant lands: Cipro (gut), Z Pak (chest), Pepto (stomach), Purell (germs), Advil (hangovers). #TravelSkills"
neg,@garymlasasso thank you. She's on keppra and vigabatrin at the minute.
neg,@upallskrillex Chain smokin nicotine say fuck a fast deal
neg,@billhandelshow What I've learned from your show: you love musicals and take Lamictal.
neg,Just arrived at Gatwick. Extra legroom seats on the plane to the Dominican Republic. Anyone got cipro going spare? #delhibelly
neg,Who knew grapefruit juice increased levels of Quetiapine?! I'm sure most Dietitians did but that's not the point! #geektweet
neg,"Pondering on taking a trazadone, then ill be out gooood."
neg,"Oh Levaquin, you are a harsh mistress. #FuckMRSA No offense, Mrs. A."
neg,@sam7cook @504_Nawlinsgirl Yes mam! Lol. They gave me Ciprofloxacin and more vicodin. And I've been drinking water all day.
neg,I could use some Cymbalta right now..
neg,Rivaroxaban diary day 22. Will take furesomide now. And Paracetamol. Will suggest to medics that I go back to drugs I know work ok together
neg,Forget diamonds...Cipro is a girl's best friend #tummytrouble #AhAfrica
neg,“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” @hoosier__granny
neg,Holy shit I'm tired My body is worn out & it's only gonna get worse. Only 1 solumedrol treatment left tmrw then starting #tysabri rite after
neg,“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” @saraeburnett your phone?
neg,@BuddyOProof awww you almost penetrated the Prozac! I love u Buddy!
neg,Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac @Aaronlaycock @GemmaAmandaa @chrisbyne
neg,Ever feel clinically depressed like the worlds gonna end? Its called dealing with math. Behind the scenes of cymbalta
neg,"Finna try one of these Cymbalta's...... If I aint baCk in 30minutes, 'Sumbody Call tha AmberLamps' .... #CymbaltaCanHelp"
neg,ahhaha I know it's not true but I'd believe you if you told me I took a sugar pill instead of fluoxetine today hahaha weeehh
neg,"Depression hurts, Cymbalta will help"
neg,Seroquel did me good last night *.*
neg,"@McFierce_onee Ashley said she ain't goin tonight. N I have to open now tomorro, Friday, n Saturday grrrrr. Vyvanse please n thank yu lol."
neg,"@Tuxedobird @gutgremlins On Humira about 8 yrs. Started every other week then weekly 2 yrs ago. Hate giving myself shots, But seems to work"
neg,I am ridiculously glad tomorrow is Friday. It's weeks like this that really test my Prozac.
neg,RT @dopeslim: I. need. nicotine.pic.twitter.com/j9wRDqCQRT
neg,Vyvanse and Coffee #ExamWeek
neg,Just noticed how ridiculous the Halls throat lozenge wrappers are.
neg,"@MesserFan If this doesn't work, I'm trying the Lamictal next."
neg,Ok...first day off Effexor...seems ok so far...
neg,Ofloxacin resistant
neg,@daisy_spring the duloxetine is meant to be the alternative. I'm willing to try anything tbh. I've been asking for acupuncture for years
neg,"Pills for a good day with ulcerative colitis: Asacol, Immuran, Fosamax, fiber, probiotics, fish oil & calciumpic.twitter.com/v4mfgmJDg8"
neg,Dronedarone not recommended for patients with permanent #AFib or for the sole purpose of rate control - Anne Gillis #ehraeuropace
neg,OMGGG .. thought i ran out of vyvanse but i just found my last one .. thank the lord !!! looks like ill be on a cleaning frenzy after all (;
neg,Caffeine&nicotine
neg,"@amandaaaxlee What meds are you taking, if you don't mind me asking? Paxil is terrible. It was just like you described."
neg,@georgiagirl120 cymbalta can help
neg,Seroquel: for when being awake and thinking is too fucking painful
neg,This girl got me hooked like nicotine
neg,Milk + Trazodone =
neg,#MyQuitSmokingMessage There is enough nicotine in 4 or 5 cigs to kill an average adult if ingested whole.
neg,"There is finally a generic for Cymbalta, and it comes in a box twice as big. Damn it."
neg,@sprckt Lovan? You mean fluoxetine/prozac?
neg,"Vyvanse - Let me help you kill it in FIFA today, king. All I ask for in return is you use your tongue to play with the metal behind ur teeth"
neg,I just gave myself the first two Humira shots. Easy and didn't hurt at all. Hope it works its magic now.
neg,didn't take my vyvanse today if anyone is brave enough to cross my path today... #wildnout
neg,Dropping a cymbal is no reason to reach for Cymbalta.
neg,"@MeganLCowan oh wow, yeah I bruise easily too. Those practice pens (i was on Humira for a while.)"
neg,@I_amYaLeader: Florida is in need of Cymbalta! All this depression and shit! L O FUCKING L
neg,I keep seeing humira commercials curing new things each time.
neg,Give us today our daily bread: Lamotrigin Duloxetin Methylphenidat Diclofenac Methaminsulfon Omeprazol :-(pic.twitter.com/Rrx305hG5j
neg,This kitchen Nightmares in Insane! Bitch needs Prozac
neg,"ANTI-DEPRESSANT LEGAL: Have you or a loved one taken Zoloft, Depakote, or Paxil while pregnant and had a child born with a defect?    You..."
neg,Yey. I have more Paroxetine. Doctor says a minimum of 12 months on them. I'd honestly rather not come off them.
neg,And some more fluoxetine.
neg,Cymbalta can help! RT @Taviiooo: Did you know depression hurts? @OhLookItsMaggie lol
neg,"given before AND it started years back, partly with the geodon or whatever when I was working at Hill AFB. Hell, I've had seizures from"
neg,@DRUDGE @chrislhayes Al (I'm not really a Rev.) Sharpton always sounds as if the PROZAC is just wearing off when he goes on air.
neg,Loving #enbrel. I swear every morning I wake up to find another patch of #psoriasis GONE! And the #psoriaticarthritis is def getting better
neg,RT @funkytownfarmer: @funkoars 7 hands down....nothing ryhmes with orange - lozenge is close. silver is better
neg,@adhemarmonteil: @ahmad_alaseer @Fadl_Shakker Guys! You are delusional! You should seek help! Risperdal or Zyprexa would do the job!
neg,Definition of Depression - you were just invited to your 30th High School Reunion. Where's my Prozac?
neg,"@Justjeffpls @MissAshleyDoris Type 1 or Type 2? If type 2, dont eat anything one can use to make Alcohol from. Seroquel can cause high..."
neg,this vyvanse straight fucked me up today
neg,New in #Stroke: Dabigatran benefits in #Afib stroke prevention consistent across both Asian and non-Asian patients http://bit.ly/12CCIoy 
neg,"Moms quotes of the day: ""Give me a half a vyvanse and I'll clean your room."" And ""I'm just gonna have to start smoking pot to be around you"""
neg,Novartis starts PhIII trial of biosimilar version of Amgen's Enbrel.. $NVS says now has 7 biosims in trials http://reut.rs/17xzgxj  $AMGN
neg,The only thing more beautiful & unpredictable than a loose screw is a bipolar w/o lamictal ;) btw bipolar = genius! Xoxo
neg,@keep__smyelin yes they insert a port for the infusion with Tysabri. I did it yesterday for the 49th time. It's just a small sting.
neg,@JakeshapsCROHNS Please don't worry. #Humira works GREAT 4 many #Crohns patients w/ minimal side effects. #IBD
neg,"@iLuVONette sigh u sittin so good, cuz i in dat state right now.... I need some Cymbalta (the drug for depression) right now!"
neg,"Dr. Kyrillos: Of SSRIs, Paxil has the greatest assoc with #weight gain. Rx with caution in pts with presenting weight issues. #PAIPIP #QI"
neg,@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.
neg,Feelin productive ....probably because I took a Vyvanse lol
neg,Can yu sell Paxil on the streets lol
neg,.@LAPD a man with a ponytail just offered my son a lozenge
neg,Best dream ever last night. Thank you traZODone.
neg,"my humira just failed, buzzing to be ill all week again!!"
neg,@CallMe_Mone *watches as rain waters the cymbalta*
neg,"Salius Pharma launces a new Dermatophytosis cream and branded it as STROBAC PLUS(Clobetasol,ofloxacin,ornidazole,terbinafine) in Indian mkt."
neg,I need to stop the vyvanse that shit can fuck with your head
neg,"Hey there Kraken this is Trazodone, Trazodone meet Kraken and his friend sleepy time."
neg,"@TrueBloodHBO: I play by a different set of rules now, Sookie."" -Bill #trueblood"" Billith needs to take a Paxil & have a seat."
neg,"Peppermint used in lozenge form, IMHO combines with saliva to form a potent combo which can enter bloodstream & pass the blood brain barrier"
neg,effects of Xarelto & Warfarin include exanguination. then they tell u don't take garlic. why not just take garlic? anyone die from garlic?
neg,@mgtmccartney @ProPublica: 17 of the top 20 prescrribers of Bystolic have received speaking fees from its maker <<< 3 v angry prescribers
neg,@MalonionArmyNo1 yeah I take Lamotrigine 25mg every morning. Thankfully my fits are under control. You still get fits with meds?
neg,"If you take Byetta, Victoza, or Januvia, read ÒIncretins Under Siege? DonÕt Jump To ConclusionsÓ @sixuntilme - http://ht.ly/meK5D "
neg,"#S1202 ph III study now open at 38 sites, w more every day: duloxetine for AI-induced pain in #breastcancer #swogonc http://ow.ly/l3uRX "
neg,Bring on the lamictal
neg,@RealJackEdwards They're really upset!!! Someone find @NHLonNBCSports some Prozac!!
neg,"“That is all I want in life: for this pain to seem purposeful.” ― Elizabeth Wurtzel, Prozac Nation"
neg,"“If you are chronically down, it is a lifelong fight to keep from sinking ” ― Elizabeth Wurtzel, Prozac Nation"
neg,I imagine the limitless drug to be somewhat like vyvanse x1000000
neg,"How did I miss this gem the first time through AD Season 4? ""You sound like the end of a Cymbalta commercial."""
neg,Looked up Cipro. And Im being poisoned.
neg,"PTSD is extremely difficult to treat.Not sure why Seroquel(quetiapine),which is such an emerging treatment in depression, is being demonised"
neg,I missed my Vyvanse.
neg,"The case of paroxetine is depressing. What do we know, what we don't know and what is hidden from us by big Pharma?"
neg,I need a throat lozenge
neg,"I’m hoping I will get taken off Seroquel and switched to Lamictal, tomorrow."
